id,data de entrada,motivo de entrada,é transferência,código do abrigo,nome do animal,nome da raça,cor base,nome da espécie,sexo,data de movimentação,tipo de movimentação,data de retorno,motivo de retorno,data de falecimento,motivo de falecimento,morreu fora do abrigo,foi sacrificado,é DOA,idade (anos),classificacao da idade
56484,2017-07-05 11:46:53,Perdido/sem dono,0,C1707661,Hamilton,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-09-11,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56485,2017-07-05 11:46:53,Perdido/sem dono,0,C1707662,Bowie,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56485,2017-07-05 11:46:53,Perdido/sem dono,0,C1707662,Bowie,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-15,Lar temporário,2017-09-01,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56485,2017-07-05 11:46:53,Perdido/sem dono,0,C1707662,Bowie,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-09-06,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56486,2017-07-05 11:46:53,Perdido/sem dono,0,C1707663,Jefferson,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56486,2017-07-05 11:46:53,Perdido/sem dono,0,C1707663,Jefferson,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-15,Lar temporário,2017-09-01,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56486,2017-07-05 11:46:53,Perdido/sem dono,0,C1707663,Jefferson,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-09-06,Adoção,2017-12-17,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56486,2017-07-05 11:46:53,Perdido/sem dono,0,C1707663,Jefferson,Doméstico de Pelo Curto,Laranja,Gato,Macho,2018-01-26,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56487,2017-07-05 11:46:53,Perdido/sem dono,0,C1707664,Burr,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56487,2017-07-05 11:46:53,Perdido/sem dono,0,C1707664,Burr,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-07-15,Lar temporário,2017-09-01,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56487,2017-07-05 11:46:53,Perdido/sem dono,0,C1707664,Burr,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-09-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56490,2017-07-05 11:46:53,Perdido/sem dono,0,C1707665,Angelica,Doméstico de Pelo Curto,Preto e Branco,Gato,Fêmea,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,2.0,Jovem
56490,2017-07-05 11:46:53,Perdido/sem dono,0,C1707665,Angelica,Doméstico de Pelo Curto,Preto e Branco,Gato,Fêmea,2017-07-15,Lar temporário,2017-09-01,Animal de rua,,Ordem judicial/Legal,0,0,0,2.0,Jovem
56490,2017-07-05 11:46:53,Perdido/sem dono,0,C1707665,Angelica,Doméstico de Pelo Curto,Preto e Branco,Gato,Fêmea,2017-09-12,Roubado,,Animal de rua,,Ordem judicial/Legal,0,0,0,2.0,Jovem
56491,2017-07-05 11:46:53,Perdido/sem dono,0,C1707666,Eliza,Doméstico de Pelo Curto,Tigrado e Calico,Gato,Fêmea,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56491,2017-07-05 11:46:53,Perdido/sem dono,0,C1707666,Eliza,Doméstico de Pelo Curto,Tigrado e Calico,Gato,Fêmea,2017-07-15,Lar temporário,2017-09-01,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56491,2017-07-05 11:46:53,Perdido/sem dono,0,C1707666,Eliza,Doméstico de Pelo Curto,Tigrado e Calico,Gato,Fêmea,2017-09-06,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56492,2017-07-05 11:46:53,Perdido/sem dono,0,C1707667,Peggy,Doméstico de Pelo Curto,Tigrado e Calico,Gato,Fêmea,2017-07-07,Lar temporário,2017-07-14,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56492,2017-07-05 11:46:53,Perdido/sem dono,0,C1707667,Peggy,Doméstico de Pelo Curto,Tigrado e Calico,Gato,Fêmea,2017-09-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56494,2017-07-05 14:23:31,Perdido/sem dono,0,C1707668,Dominos,Doméstico de Pelo Curto,Escama de tartaruga,Gato,Fêmea,2017-07-14,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56495,2017-07-05 14:34:08,Incompatível com o estilo de vida do proprietário,0,C1707648,Nala,Doméstico de Pelo Curto,Calico,Gato,Fêmea,2017-07-11,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56496,2017-07-05 14:34:08,Incompatível com o estilo de vida do proprietário,0,C1707649,Zari,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-07-11,Lar temporário,2017-08-01,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56496,2017-07-05 14:34:08,Incompatível com o estilo de vida do proprietário,0,C1707649,Zari,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-08-01,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56498,2017-07-05 16:10:39,Perdido/sem dono,0,C1707669,Sparta,Doméstico de Pelo Curto,Branco e Laranja,Gato,Fêmea,2017-08-05,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,6.333333333333334,Adulto
56499,2017-07-05 16:34:22,Perdido/sem dono,0,C1707670,Magic,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2017-08-13,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,5.083333333333333,Adulto
56500,2017-07-05 16:34:22,Perdido/sem dono,0,C1707671,Tricky,Doméstico de Pelo Médio,Cinza e Branco,Gato,Macho,2017-08-01,Lar temporário,2017-08-02,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56500,2017-07-05 16:34:22,Perdido/sem dono,0,C1707671,Tricky,Doméstico de Pelo Médio,Cinza e Branco,Gato,Macho,2017-08-09,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56501,2017-07-05 16:34:22,Perdido/sem dono,0,C1707672,Surprise,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2017-08-01,Lar temporário,2017-08-09,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56501,2017-07-05 16:34:22,Perdido/sem dono,0,C1707672,Surprise,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2017-08-09,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56502,2017-07-05 16:52:01,Perdido/sem dono,0,C1707673,Hitch,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-28,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56507,2017-07-06 11:55:33,Perdido/sem dono,0,C1707677,Little Lucy Ball,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-08-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,2.333333333333333,Jovem
56510,2017-07-06 12:28:14,Perdido/sem dono,0,C1707679,Jazzy,Doméstico de Pelo Curto,Torbie,Gato,Fêmea,2017-07-18,Lar temporário,2017-07-26,Animal de rua,,Ordem judicial/Legal,0,0,0,6.333333333333334,Adulto
56510,2017-07-06 12:28:14,Perdido/sem dono,0,C1707679,Jazzy,Doméstico de Pelo Curto,Torbie,Gato,Fêmea,2017-07-26,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,6.333333333333334,Adulto
56511,2017-07-06 12:31:35,Perdido/sem dono,0,C1707680,Meow Meow,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-15,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,2.6666666666666665,Jovem
56513,2017-07-06 13:42:48,Perdido/sem dono,0,C1707682,Hopscotch,Doméstico de Pelo Curto,Preto e Marrom,Gato,Macho,2017-07-14,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56518,2017-07-07 12:09:35,Perdido/sem dono,0,C1707685,Jasmine,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-07-28,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5833333333333335,Jovem
56519,2017-07-07 12:12:57,Perdido/sem dono,0,C1707686,Kaia,Doméstico de Pelo Curto,Preto e Bege,Gato,Fêmea,2017-08-10,Lar temporário,2017-08-19,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56519,2017-07-07 12:12:57,Perdido/sem dono,0,C1707686,Kaia,Doméstico de Pelo Curto,Preto e Bege,Gato,Fêmea,2017-10-02,Lar temporário,2017-10-06,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56519,2017-07-07 12:12:57,Perdido/sem dono,0,C1707686,Kaia,Doméstico de Pelo Curto,Preto e Bege,Gato,Fêmea,2017-10-06,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56520,2017-07-07 12:12:57,Perdido/sem dono,0,C1707687,Kovu,Doméstico de Pelo Curto,Creme,Gato,Macho,2017-08-10,Lar temporário,2017-08-19,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56520,2017-07-07 12:12:57,Perdido/sem dono,0,C1707687,Kovu,Doméstico de Pelo Curto,Creme,Gato,Macho,2017-08-29,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56521,2017-07-07 12:23:33,Perdido/sem dono,0,C1707688,Brian,Doméstico de Pelo Curto,Branco e Preto,Gato,Macho,2017-07-13,Lar temporário,2017-08-09,Animal de rua,,Ordem judicial/Legal,0,0,0,2.0833333333333335,Jovem
56521,2017-07-07 12:23:33,Perdido/sem dono,0,C1707688,Brian,Doméstico de Pelo Curto,Branco e Preto,Gato,Macho,2017-08-09,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,2.0833333333333335,Jovem
56522,2017-07-07 12:44:11,Doente/Ferido,0,C1707101,Barny,Doméstico de Pelo Curto,Cinza e Preto,Gato,Fêmea,2017-07-19,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56525,2017-07-07 14:10:04,Perdido/sem dono,0,C1707689,Miss Kitty,Doméstico de Pelo Curto,Preto e Marrom,Gato,Fêmea,2017-07-14,Reivindicado,,Animal de rua,,Ordem judicial/Legal,0,0,0,11.416666666666666,Idoso
56529,2017-07-06 15:59:01,Nascido no abrigo,0,C1707691,Maxine,Doméstico de Pelo Curto,Marrom e Preto,Gato,Fêmea,2017-07-06,Lar temporário,2017-09-08,Animal de rua,2017-09-30,Morto na chegada,0,0,1,0.23076923076923078,Filhote
56529,2017-07-06 15:59:01,Nascido no abrigo,0,C1707691,Maxine,Doméstico de Pelo Curto,Marrom e Preto,Gato,Fêmea,2017-09-15,Adoção,2017-09-30,Morto na chegada,2017-09-30,Morto na chegada,0,0,1,0.23076923076923078,Filhote
56530,2017-07-06 15:59:01,Nascido no abrigo,0,C1707692,Uke,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-07-06,Lar temporário,2017-09-08,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56530,2017-07-06 15:59:01,Nascido no abrigo,0,C1707692,Uke,Doméstico de Pelo Curto,Preto e Branco,Gato,Macho,2017-09-13,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56531,2017-07-06 15:59:01,Nascido no abrigo,0,C1707693,Izzy,Doméstico de Pelo Curto,Laranja,Gato,Fêmea,2017-07-06,Lar temporário,2017-09-08,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56531,2017-07-06 15:59:01,Nascido no abrigo,0,C1707693,Izzy,Doméstico de Pelo Curto,Laranja,Gato,Fêmea,2017-09-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56532,2017-07-06 15:59:01,Nascido no abrigo,0,C1707694,Sid,Doméstico de Pelo Curto,Preto e Marrom,Gato,Macho,2017-07-06,Lar temporário,2017-09-08,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56532,2017-07-06 15:59:01,Nascido no abrigo,0,C1707694,Sid,Doméstico de Pelo Curto,Preto e Marrom,Gato,Macho,2017-09-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56533,2017-07-06 15:59:01,Nascido no abrigo,0,C1707695,Stella,Doméstico de Pelo Curto,Calico,Gato,Fêmea,2017-07-06,Lar temporário,2017-09-08,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56533,2017-07-06 15:59:01,Nascido no abrigo,0,C1707695,Stella,Doméstico de Pelo Curto,Calico,Gato,Fêmea,2017-09-08,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56536,2017-07-07 18:47:45,Perdido/sem dono,0,C1707698,Brit,Doméstico de Pelo Curto,Marrom e Preto,Gato,Macho,2017-08-26,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56537,2017-07-08 12:10:48,Perdido/sem dono,0,C1707699,Trainor,Doméstico de Pelo Curto,Cinza,Gato,Macho,2017-07-09,Reivindicado,,Animal de rua,,Ordem judicial/Legal,0,0,0,2.333333333333333,Jovem
56538,2017-07-08 12:28:35,Perdido/sem dono,0,C1707700,Vacation,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-07-10,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56539,2017-07-08 12:28:35,Perdido/sem dono,0,C1707701,Holiday,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-07-10,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56540,2017-07-08 12:38:59,Perdido/sem dono,0,C1707702,Party Nugget,Doméstico de Pelo Curto,Cinza,Gato,Macho,2017-07-15,Lar temporário,2017-07-25,Animal de rua,2017-07-25,"Incurável, incontrolável",0,1,0,0.09615384615384616,Filhote
56541,2017-07-08 12:38:59,Perdido/sem dono,0,C1707703,Party Nugget,Doméstico de Pelo Curto,Marrom e Preto,Gato,Fêmea,2017-07-15,Lar temporário,2017-09-06,Animal de rua,,Ordem judicial/Legal,0,0,0,1.4166666666666667,Jovem
56541,2017-07-08 12:38:59,Perdido/sem dono,0,C1707703,Party Nugget,Doméstico de Pelo Curto,Marrom e Preto,Gato,Fêmea,2017-09-11,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.4166666666666667,Jovem
56542,2017-07-08 12:50:13,Incompatível com o estilo de vida do proprietário,0,C1707658,Poppy,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-07-24,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56543,2017-07-08 12:50:13,Incompatível com o estilo de vida do proprietário,0,C1707659,Pumpkin,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-16,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56544,2017-07-08 13:12:18,Incompatível com o estilo de vida do proprietário,0,C1707660,Deidre,Doméstico de Pelo Curto,Branco,Gato,Fêmea,2017-07-27,Adoção,2017-07-28,Incompatível com o estilo de vida do dono,,Ordem judicial/Legal,0,0,0,9.333333333333334,Idoso
56544,2017-07-08 13:12:18,Incompatível com o estilo de vida do proprietário,0,C1707660,Deidre,Doméstico de Pelo Curto,Branco,Gato,Fêmea,2017-07-29,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,9.333333333333334,Idoso
56545,2017-07-08 13:12:18,Incompatível com o estilo de vida do proprietário,0,C1707674,Squeaky Backstreet,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2017-07-20,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,3.5833333333333335,Adulto
56547,2017-07-08 15:45:29,Desistência de ninhada,0,C1707704,Jazz,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-14,Lar temporário,2017-08-02,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56547,2017-07-08 15:45:29,Desistência de ninhada,0,C1707704,Jazz,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-04,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56548,2017-07-08 15:45:29,Desistência de ninhada,0,C1707705,Blues,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-14,Lar temporário,2017-08-15,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56548,2017-07-08 15:45:29,Desistência de ninhada,0,C1707705,Blues,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-16,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56549,2017-07-08 15:45:29,Desistência de ninhada,0,C1707706,Reggae,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-07-14,Lar temporário,2017-08-15,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56549,2017-07-08 15:45:29,Desistência de ninhada,0,C1707706,Reggae,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-08-19,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56550,2017-07-08 15:45:29,Desistência de ninhada,0,C1707707,Funk,Doméstico de Pelo Curto,Preto e Marrom,Gato,Fêmea,2017-07-14,Lar temporário,2017-08-15,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56550,2017-07-08 15:45:29,Desistência de ninhada,0,C1707707,Funk,Doméstico de Pelo Curto,Preto e Marrom,Gato,Fêmea,2017-08-18,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56551,2017-07-08 15:45:29,Desistência de ninhada,0,C1707708,Alice,Siamese/Domestic Short Hair,Ponta de Chocolate,Gato,Fêmea,2017-07-14,Lar temporário,2017-12-28,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56551,2017-07-08 15:45:29,Desistência de ninhada,0,C1707708,Alice,Siamese/Domestic Short Hair,Ponta de Chocolate,Gato,Fêmea,2017-12-28,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.3333333333333333,Jovem
56552,2017-06-23 09:01:08,Perdido/sem dono,0,C1706709,June,Doméstico de Pelo Curto,Branco,Gato,Fêmea,2017-06-30,Lar temporário,2017-07-09,Animal de rua,2017-07-11,Falecido sob cuidados,0,0,0,0.038461538461538464,Filhote
56552,2017-06-23 09:01:08,Perdido/sem dono,0,C1706709,June,Doméstico de Pelo Curto,Branco,Gato,Fêmea,2017-07-10,Lar temporário,2017-07-11,Animal de rua,2017-07-11,Falecido sob cuidados,0,0,0,0.038461538461538464,Filhote
56553,2017-07-09 13:10:46,Perdido/sem dono,0,C1707710,Buddy,Doméstico de Pelo Curto,Preto e Cinza,Gato,Macho,2017-07-13,Reivindicado,2017-09-20,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56553,2017-07-09 13:10:46,Perdido/sem dono,0,C1707710,Buddy,Doméstico de Pelo Curto,Preto e Cinza,Gato,Macho,2017-09-20,Reivindicado,2018-09-12,Acomodação inadequada,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56553,2017-07-09 13:10:46,Perdido/sem dono,0,C1707710,Buddy,Doméstico de Pelo Curto,Preto e Cinza,Gato,Macho,2018-09-18,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56567,2017-07-11 12:07:24,Perdido/sem dono,0,C1707718,Orial,Doméstico de Pelo Curto,Creme,Gato,Fêmea,2017-07-20,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56568,2017-07-11 12:16:28,Perdido/sem dono,0,C1707719,Girdy,Doméstico de Pelo Curto,Creme,Gato,Macho,2017-08-03,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,3.333333333333333,Adulto
56569,2017-07-11 13:30:10,Perdido/sem dono,0,C1707720,Heart,Manx,Creme,Gato,Fêmea,2017-07-21,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56570,2017-07-11 15:03:59,Perdido/sem dono,0,C1707721,Batty,Doméstico de Pelo Médio,Preto,Gato,Fêmea,2017-07-29,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56571,2017-07-11 15:36:02,Perdido/sem dono,0,C1707722,Tippy,Doméstico de Pelo Curto,Preto,Gato,Fêmea,2017-08-14,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.4166666666666667,Jovem
56573,2017-07-11 17:38:01,Incompatível com o estilo de vida do proprietário,0,C1707690,Memow,Doméstico de Pelo Curto,Escama de tartaruga diluída,Gato,Fêmea,2017-08-07,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56577,2017-07-12 12:02:45,Desistência de ninhada,0,C1707696,Clickity,Doméstico de Pelo Curto,Preto e Marrom,Gato,Fêmea,2017-07-20,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56578,2017-07-12 12:02:45,Desistência de ninhada,0,C1707697,Clackity,Doméstico de Pelo Curto,Preto e Marrom,Gato,Macho,2017-07-20,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56579,2017-07-12 12:02:45,Desistência de ninhada,0,C1707709,Clickity clack,Doméstico de Pelo Médio,Preto e Marrom,Gato,Macho,2017-07-20,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56580,2017-07-12 12:13:44,Perdido/sem dono,0,C1707711,Bluejay,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-07-13,Reivindicado,2017-08-01,Animal de rua,,Ordem judicial/Legal,0,0,0,12.666666666666668,Idoso
56580,2017-07-12 12:13:44,Perdido/sem dono,0,C1707711,Bluejay,Doméstico de Pelo Curto,Laranja,Gato,Macho,2017-08-04,Reivindicado,,Animal de rua,,Ordem judicial/Legal,0,0,0,12.666666666666668,Idoso
56581,2017-07-12 12:42:10,Perdido/sem dono,0,C1707725,Simone,Doméstico de Pelo Curto,"Marrom, Preto e Branco",Gato,Fêmea,2017-07-15,Lar temporário,2017-08-01,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56581,2017-07-12 12:42:10,Perdido/sem dono,0,C1707725,Simone,Doméstico de Pelo Curto,"Marrom, Preto e Branco",Gato,Fêmea,2017-10-02,Adoção,2017-11-28,Mordendo,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56581,2017-07-12 12:42:10,Perdido/sem dono,0,C1707725,Simone,Doméstico de Pelo Curto,"Marrom, Preto e Branco",Gato,Fêmea,2017-12-08,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,4.333333333333334,Adulto
56582,2017-07-12 12:47:54,Perdido/sem dono,0,C1707726,Wildfire,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-10,Lar temporário,2017-08-19,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56582,2017-07-12 12:47:54,Perdido/sem dono,0,C1707726,Wildfire,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-24,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56584,2017-07-12 13:40:08,Desistência de ninhada,0,C1707712,Monopoly,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-07,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56585,2017-07-12 13:40:08,Desistência de ninhada,0,C1707713,Candy Land,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-26,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.6666666666666665,Jovem
56586,2017-07-12 13:40:08,Desistência de ninhada,0,C1707714,Tiddly Winks,Doméstico de Pelo Curto,Preto e Branco,Gato,Fêmea,2017-07-29,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56587,2017-07-12 13:40:08,Desistência de ninhada,0,C1707715,Checkers,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-24,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56588,2017-07-12 13:40:08,Desistência de ninhada,0,C1707716,Domino,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-21,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56603,2017-07-13 15:46:31,Proprietário falecido,0,C1707727,Cee Cee,Doméstico de Pelo Curto,Prata,Gato,Fêmea,2017-07-13,Lar temporário,2019-03-06,Animal de rua,,Ordem judicial/Legal,0,0,0,11.583333333333332,Idoso
56603,2017-07-13 15:46:31,Proprietário falecido,0,C1707727,Cee Cee,Doméstico de Pelo Curto,Prata,Gato,Fêmea,2019-03-06,Transferência,,Animal de rua,,Ordem judicial/Legal,0,0,0,11.583333333333332,Idoso
56604,2017-07-13 15:46:31,Proprietário falecido,0,C1707728,June Carter,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2017-07-13,Lar temporário,2018-02-04,Animal de rua,,Ordem judicial/Legal,0,0,0,11.333333333333334,Idoso
56604,2017-07-13 15:46:31,Proprietário falecido,0,C1707728,June Carter,Doméstico de Pelo Curto,Cinza,Gato,Fêmea,2018-02-04,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,11.333333333333334,Idoso
56605,2017-07-13 15:46:31,Proprietário falecido,0,C1707729,Bill,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-13,Lar temporário,2018-02-18,Animal de rua,,Ordem judicial/Legal,0,0,0,11.333333333333334,Idoso
56605,2017-07-13 15:46:31,Proprietário falecido,0,C1707729,Bill,Doméstico de Pelo Curto,Preto,Gato,Macho,2018-02-18,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,11.333333333333334,Idoso
56607,2017-07-13 16:50:26,Desistência de ninhada,0,C1707733,Peter Gabriel,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-07-18,Lar temporário,2017-08-08,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56607,2017-07-13 16:50:26,Desistência de ninhada,0,C1707733,Peter Gabriel,Doméstico de Pelo Curto,Preto,Gato,Macho,2017-08-17,Adoção,,Animal de rua,,Ordem judicial/Legal,0,0,0,1.5,Jovem
56608,2017-07-13 16:50:26,Desistência de ninhada,0,C1707734,Nancey Wilson,Doméstico de Pelo Curto,Escama de tartaruga,Gato,Fêmea,2017-07-18,Lar temporário,2017-08-08,Animal de rua,,Ordem judicial/Legal,0,0,0,2.25,Jovem
